Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Label
10.152.152.11-216.58.216.142-57361-443-6,10.152.152.11,57361,216.58.216.142,443,6,24/07/2015 04:13:49 PM,113515977,308,313,166917,27165,1460,0,541.9383117,605.9678339,890,0,86.78913738,178.584571,1709.732895,5.470595562,183090.2855,718907.7324,6719623,7,113515220,369756.4169,991345.0857,6720030,31,113515623,363832.125,981565.0654,6719930,7,0,0,0,0,6160,6260,2.71327445,2.757321113,0,1460,314.3762058,501.4537962,251455.9098,0,0,0,245,621,0,0,0,1,314.8824477,541.9383117,86.78913738,0,0,0,0,11,4967,0,268,0,43,21142,8323,212,20,0,0,0,0,1.44E+15,34613076.19,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
173.194.33.97-10.152.152.11-443-56254-6,173.194.33.97,443,10.152.152.11,56254,6,24/07/2015 04:13:50 PM,114730121,275,265,13058,136034,485,0,47.48363636,71.40479539,1460,0,513.3358491,584.087248,1299.501811,4.706697729,212857.3673,981676.9239,9447987,6,114690731,418579.3102,1347740.131,9447987,10,114730099,434583.7083,1374316.583,9458243,32,1,0,0,0,5500,5300,2.396929399,2.30976833,0,1460,276.0277264,472.878327,223613.9122,0,0,0,232,540,0,0,0,0,276.5388889,47.48363636,513.3358491,0,0,0,0,20,4246,0,24,0,251,21627,9520,109,20,0,0,0,0,1.44E+15,35311890.67,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.65.127-34702-19305-6,10.152.152.11,34702,173.194.65.127,19305,6,24/07/2015 04:14:00 PM,119996187,3554,3144,208319,457035,182,0,58.61536297,52.34232942,965,0,145.3673664,191.2311975,5544.792852,55.8184403,17917.9016,18134.49292,126759,27,119996187,33773.20208,24952.98106,129842,56,119881672,38142.43462,23896.48737,151784,81,0,0,0,0,71080,62880,29.61760777,26.20083253,0,965,99.32139125,143.1404265,20489.1817,0,0,0,4250,6698,0,0,0,0,99.33621977,58.61536297,145.3673664,0,0,0,0,4250,5547,0,31,0,68,2640,5292,2501,20,0,0,0,0,1.44E+15,34221010.64,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.33.105-34481-443-6,10.152.152.11,34481,173.194.33.105,443,6,24/07/2015 04:14:06 PM,105928233,18,18,6776,680,1460,0,376.4444444,560.0817401,271,0,37.77777778,69.85241211,70.38727815,0.339852738,3026520.943,10763275.65,45044093,16,105927840,6231049.412,14999158.51,45044811,75,105927847,6231049.824,14998966.48,45044486,79,0,0,0,0,360,360,0.169926369,0.169926369,0,1460,240.972973,470.6752529,221535.1937,0,0,0,14,36,0,0,0,1,247.6666667,376.4444444,37.77777778,0,0,0,0,8,4475,0,188,0,18,2640,2970,9,20,0,0,0,0,1.44E+15,31264825.15,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.33.118-41313-443-6,10.152.152.11,41313,173.194.33.118,443,6,24/07/2015 04:14:13 PM,75831853,10,10,2879,1060,1460,0,287.9,572.8310688,583,0,106,197.7574272,51.94387113,0.263741412,3991150.158,12057585.97,45055621,15,75831702,8425744.667,16884783.3,45056069,127,75831405,8425711.667,16884640.3,45056018,35,0,0,0,0,200,200,0.131870706,0.131870706,0,1460,187.5714286,418.7822312,175378.5571,0,0,0,7,20,0,0,0,1,196.95,287.9,106,0,0,0,0,8,4115,0,143,0,53,14626,5386,4,20,0,0,0,0,1.44E+15,19550622.68,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
74.125.28.189-10.152.152.11-443-44097-6,74.125.28.189,443,10.152.152.11,44097,6,24/07/2015 04:14:24 PM,95031690,13,13,2317,2543,835,0,178.2307692,252.798719,1460,0,195.6153846,427.980634,51.14083523,0.273592946,3801267.6,9526595.065,29865951,15,94992735,7916061.25,12747259.57,29865951,17,95031667,7919305.583,12753626.8,29905186,72,1,0,0,0,260,260,0.136796473,0.136796473,0,1460,183.1481481,338.3707234,114494.7464,0,0,0,12,26,0,0,0,1,190.1923077,178.2307692,195.6153846,0,0,0,0,9,4872,0,89,0,97,2640,3346,8,20,0,0,0,0,1.44E+15,17886205.89,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-74.125.136.188-50953-5228-6,10.152.152.11,50953,74.125.136.188,5228,6,24/07/2015 04:14:25 PM,90112237,3,3,0,0,0,0,0,0,0,0,0,0,0,0.066583632,18022447.4,24677662.29,45055505,283,90111954,45055977,11.3137085,45055985,45055969,90111691,45055845.5,81.31727984,45055903,45055788,0,0,0,0,60,60,0.033291816,0.033291816,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2373,1315,0,20,0,0,0,0,1.44E+15,36787449.42,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-216.58.216.142-57361-443-6,10.152.152.11,57361,216.58.216.142,443,6,24/07/2015 04:15:49 PM,118012255,303,313,169732,26920,1460,0,560.1716172,607.0017158,991,0,86.00638978,183.0852049,1666.369311,5.219796876,191889.8455,731707.2706,6423631,7,118011827,390767.6391,1010860.076,6423932,19,118011944,378243.4103,993630.8634,6423983,7,0,0,0,0,6060,6260,2.567529957,2.652266919,0,1460,321.089141,505.8823719,255916.9742,0,0,0,244,616,0,0,0,1,321.6103896,560.1716172,86.00638978,0,0,0,0,12,4842,0,275,0,43,21142,8323,216,20,0,0,0,0,1.44E+15,35469851.02,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
173.194.33.97-10.152.152.11-443-56254-6,173.194.33.97,443,10.152.152.11,56254,6,24/07/2015 04:15:50 PM,119994993,268,252,12791,138684,308,0,47.72761194,75.91373765,1460,0,550.3333333,587.9155968,1262.344338,4.333514149,231204.2254,980730.1762,8286094,7,119994993,449419.4494,1333703.185,8324473,7,119994548,478065.9283,1372052.062,8286094,32,1,0,0,0,5360,5040,2.233426523,2.100087626,0,1460,290.9635317,482.6497024,232950.7352,0,0,0,224,520,0,0,0,0,291.5230769,47.72761194,550.3333333,0,0,0,0,14,4016,0,24,0,266,21627,9520,99,20,0,0,0,0,1.44E+15,36047314.72,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.65.127-34702-19305-6,10.152.152.11,34702,173.194.65.127,19305,6,24/07/2015 04:16:00 PM,119971592,3530,3137,195651,421633,215,0,55.42521246,51.49795451,1460,0,134.4064393,191.5073272,5145.251386,55.57148896,17997.53855,18108.9999,120207,21,119971592,33995.91726,25518.9225,132459,116,119928540,38242.51913,23893.03273,140889,175,1,0,0,0,70600,62740,29.42363222,26.14785674,0,1460,92.60632873,142.1661271,20211.20768,0,0,0,4129,6667,0,0,0,0,92.62021899,55.42521246,134.4064393,0,0,0,0,4130,5145,0,29,0,63,5292,5292,2421,20,0,0,0,0,1.44E+15,34602821.82,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.33.118-41313-443-6,10.152.152.11,41313,173.194.33.118,443,6,24/07/2015 04:16:14 PM,76007223,10,10,2879,1060,1460,0,287.9,572.8310688,498,0,106,186.8136326,51.82402204,0.263132887,4000380.158,12066893.76,45055475,11,76006973,8445219.222,16894038.4,45055972,98,76006726,8445191.778,16893790.97,45055839,11,0,0,0,0,200,200,0.131566443,0.131566443,0,1460,187.5714286,416.5148943,173484.6571,0,0,0,7,20,0,0,0,1,196.95,287.9,106,0,0,0,0,8,3773,0,143,0,53,14626,5386,4,20,0,0,0,0,1.44E+15,19595456.09,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.40.238-46219-443-6,10.152.152.11,46219,173.194.40.238,443,6,24/07/2015 04:16:06 PM,91343897,19,19,1967,5439,1349,0,103.5263158,306.2530487,1460,0,286.2631579,462.1392097,81.07821369,0.416010278,2468753.973,10318299.7,45087827,19,91343461,5074636.722,14541783.69,45088122,47,91343449,5074636.056,14541772.72,45088263,45,0,0,0,0,392,392,0.208005139,0.208005139,0,1460,189.8974359,393.59295,154915.4103,0,2,0,14,37,0,0,0,1,194.8947368,103.5263158,286.2631579,0,0,0,0,16,5915,0,51,0,143,14600,1229,7,20,0,0,0,0,1.44E+15,18113330.76,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
74.125.28.189-10.152.152.11-443-44097-6,74.125.28.189,443,10.152.152.11,44097,6,24/07/2015 04:16:25 PM,118980714,20,20,2678,4633,835,0,133.9,212.1764162,1460,0,231.65,463.016798,61.44693332,0.336188939,3050787.538,8284290.11,27843603,14,118980575,6262135.526,11125189.16,27843617,64,118980700,6262142.105,11125477.03,27843656,145,1,0,0,0,400,400,0.16809447,0.16809447,0,1460,180.3902439,354.7372886,125838.5439,0,0,0,18,40,0,0,0,1,184.9,133.9,231.65,0,0,0,0,8,3260,0,66,0,115,2640,3346,12,20,0,0,0,0,1.44E+15,18051832.87,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.33.105-34481-443-6,10.152.152.11,34481,173.194.33.105,443,6,24/07/2015 04:16:08 PM,118691440,27,27,12780,1020,1460,0,473.3333333,593.9454779,271,0,37.77777778,70.27874902,116.2678623,0.4549612,2239461.132,8916221.652,45028426,12,118691239,4565047.654,12422759.99,45028702,116,118691105,4565042.5,12422608.86,45028787,19,0,0,0,0,540,540,0.2274806,0.2274806,0,1460,277.4545455,496.0183247,246034.1785,0,0,0,20,54,0,0,0,1,282.5925926,473.3333333,37.77777778,0,0,0,0,8,5567,0,236,0,18,2640,2970,16,20,0,0,0,0,1.44E+15,47535611.38,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-74.125.136.188-50953-5228-6,10.152.152.11,50953,74.125.136.188,5228,6,24/07/2015 04:16:40 PM,90112388,3,3,0,0,0,0,0,0,0,0,0,0,0,0.06658352,18022477.6,24677578.12,45055558,449,90111887,45055943.5,89.80256121,45056007,45055880,90111939,45055969.5,292.0351006,45056176,45055763,0,0,0,0,60,60,0.03329176,0.03329176,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2373,1315,0,20,0,0,0,0,1.44E+15,36787335.93,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-216.58.216.142-57361-443-6,10.152.152.11,57361,216.58.216.142,443,6,24/07/2015 04:17:49 PM,119985238,295,306,169930,26441,1460,0,576.0338983,608.4485279,821,0,86.40849673,185.0639228,1636.626332,5.008949518,199975.3967,670150.4883,6325336,8,119985025,408112.3299,916511.639,6325686,17,119984759,393392.6525,899547.3322,6325570,8,0,0,0,0,5900,6120,2.458635787,2.550313731,0,1460,328.6229236,510.4196039,260528.1721,0,0,0,237,601,0,0,0,1,329.1697171,576.0338983,86.40849673,0,0,0,0,9,5143,0,282,0,43,21142,8323,214,20,0,0,0,0,1.44E+15,35078902.64,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
173.194.33.97-10.152.152.11-443-56254-6,173.194.33.97,443,10.152.152.11,56254,6,24/07/2015 04:17:51 PM,119899534,268,256,13575,135212,485,0,50.65298507,82.87879168,1460,0,528.171875,584.9113908,1240.930594,4.370325576,229253.4111,1110855.683,11165996,5,119899534,449061.9251,1524816.808,11166291,8,119859082,470035.6157,1558751.227,11166444,29,1,0,0,0,5360,5120,2.235204684,2.135120892,0,1460,283.727619,476.4359774,226991.2406,0,0,0,227,524,0,0,0,0,284.269084,50.65298507,528.171875,0,0,0,0,15,4256,0,25,0,258,21627,9520,102,20,0,0,0,0,1.44E+15,35157397.62,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.65.127-34702-19305-6,10.152.152.11,34702,173.194.65.127,19305,6,24/07/2015 04:18:00 PM,119991799,3648,3232,215298,502684,177,0,59.01809211,51.60373684,1038,0,155.5334158,201.2408354,5983.592262,57.33725186,17443.20381,17532.42041,113467,0,119970222,32895.59145,24084.55517,138077,70,119969371,37130.72454,23456.56539,143881,25,0,0,0,0,72960,64640,30.40207773,26.93517413,0,1038,104.3426827,150.838192,22752.16017,0,0,0,4389,6880,0,0,0,0,104.3578488,59.01809211,155.5334158,0,0,0,0,4389,5984,0,31,0,73,5292,5292,2579,20,0,0,0,0,1.44E+15,33924840.48,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.40.238-46219-443-6,10.152.152.11,46219,173.194.40.238,443,6,24/07/2015 04:18:23 PM,104810087,5,6,0,154,0,0,0,0,85,0,25.66666667,40.08324671,1.469324226,0.104951731,10481008.7,18782279.8,45055562,28,104810003,26202500.75,22571171.76,45056025,49898,104809642,20961928.4,22784670.09,45056115,112,0,0,0,0,100,120,0.047705332,0.057246398,0,85,12.83333333,30.16570399,909.969697,1,0,0,2,11,0,0,0,1,14,0,25.66666667,0,0,0,0,0,0,0,0,0,14,2257,1229,0,20,0,0,0,0,1.44E+15,38733508.06,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.33.118-41313-443-6,10.152.152.11,41313,173.194.33.118,443,6,24/07/2015 04:18:15 PM,90112533,3,3,0,0,0,0,0,0,0,0,0,0,0,0.066583413,18022506.6,24677744.72,45055836,367,90112096,45056048,219.2031022,45056203,45055893,90112047,45056023.5,352.8462838,45056273,45055774,0,0,0,0,60,60,0.033291707,0.033291707,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14626,5386,0,20,0,0,0,0,1.44E+15,36787611.08,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.33.105-34481-443-6,10.152.152.11,34481,173.194.33.105,443,6,24/07/2015 04:18:51 PM,74939722,12,12,4132,340,1460,0,344.3333333,584.6212967,117,0,28.33333333,43.4873719,59.67462756,0.320257393,3258248.783,10938481.23,45023412,13,74939294,6812663.091,15381968.62,45024057,57,74939077,6812643.364,15381843.4,45023604,13,0,0,0,0,240,240,0.160128697,0.160128697,0,1460,178.88,428.8002954,183869.6933,0,0,0,8,24,0,0,0,1,186.3333333,344.3333333,28.33333333,0,0,0,0,10,5769,0,172,0,14,2640,2970,6,20,0,0,0,0,1.44E+15,17557889.25,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
74.125.28.189-10.152.152.11-443-44097-6,74.125.28.189,443,10.152.152.11,44097,6,24/07/2015 04:18:49 PM,96006245,13,13,2333,2543,758,0,179.4615385,243.5380242,1460,0,195.6153846,427.980634,50.78836278,0.270815716,3840249.8,9260024.681,27871080,4,96006175,8000514.583,12287262.21,27871113,12,96006212,8000517.667,12287578.95,27871098,35,1,0,0,0,260,260,0.135407858,0.135407858,0,1460,183.7407407,335.2128592,112367.661,0,0,0,12,26,0,0,0,1,190.8076923,179.4615385,195.6153846,0,0,0,0,6,28020,0,89,0,97,2640,3346,8,20,0,0,0,0,1.44E+15,16866594.01,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-74.125.136.188-50953-5228-6,10.152.152.11,50953,74.125.136.188,5228,6,24/07/2015 04:18:54 PM,90433756,4,4,53,53,53,0,13.25,26.5,53,0,13.25,26.5,1.172128691,0.088462543,12919108,21942704.85,45055860,101,90433385,30144461.67,25798942.53,45056072,354415,90433523,30144507.67,25799271.57,45056231,354081,1,0,0,0,80,80,0.044231271,0.044231271,0,53,17.66666667,26.5,702.25,0,0,0,2,8,0,0,0,1,19.875,13.25,13.25,0,0,0,0,0,0,0,6,0,6,2373,1315,0,20,0,0,0,0,1.44E+15,36829920.92,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-216.58.216.142-57361-443-6,10.152.152.11,57361,216.58.216.142,443,6,24/07/2015 04:19:49 PM,114538912,294,303,164390,26649,1460,0,559.1496599,608.2969047,1161,0,87.95049505,179.9613853,1667.89606,5.21220247,192179.3826,671715.5677,5640718,5,114538655,390916.9113,920599.9982,5641005,19,114538701,379267.2219,906272.7636,5641066,5,0,0,0,0,5880,6060,2.566813277,2.645389193,0,1460,321.9046823,505.6227226,255654.3376,0,0,0,236,597,0,0,0,1,322.4438861,559.1496599,87.95049505,0,0,0,0,10,5113,0,275,0,44,21142,8323,208,20,0,0,0,0,1.44E+15,34452480.3,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
173.194.33.97-10.152.152.11-443-56254-6,173.194.33.97,443,10.152.152.11,56254,6,24/07/2015 04:19:51 PM,119410106,261,245,12074,127017,308,0,46.2605364,70.08089511,1460,0,518.4367347,584.3352054,1164.817658,4.237497285,236455.6554,1191062.972,11541757,8,119410106,459269.6385,1630597.958,11542044,8,119407523,489375.0943,1680707.01,11542074,31,1,0,0,0,5220,4900,2.185744647,2.051752638,0,1460,274.4773176,472.1649208,222939.7124,0,0,0,221,506,0,0,0,0,275.0197628,46.2605364,518.4367347,0,0,0,0,18,4008,0,23,0,251,21627,9520,103,20,0,0,0,0,1.44E+15,34440228.68,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.65.127-34702-19305-6,10.152.152.11,34702,173.194.65.127,19305,6,24/07/2015 04:20:00 PM,119995754,3533,3175,190131,537809,180,0,53.81573733,50.35010789,1460,0,169.3886614,206.9153278,6066.381315,55.901978,17891.12181,18399.49129,133812,4,119995754,33973.88279,25454.4354,149003,91,119955813,37793.26181,23713.75537,149187,60,0,0,0,0,70660,63500,29.44270845,26.45926955,0,1460,108.5020122,157.8748859,24924.47961,0,0,0,4219,6708,0,0,0,0,108.5181872,53.81573733,169.3886614,0,0,0,0,4220,6068,0,28,0,80,2640,5292,2397,20,0,0,0,0,1.44E+15,34715939.38,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.33.118-41313-443-6,10.152.152.11,41313,173.194.33.118,443,6,24/07/2015 04:20:30 PM,91105707,9,9,2879,1060,1460,0,319.8888889,598.0304015,498,0,117.7777778,215.3397187,43.23549127,0.197572694,5359159.235,14939441.12,45099575,17,91105282,11388160.25,20777138.01,45100043,283,91105449,11388181.13,20777090.56,45100000,206,0,0,0,0,180,180,0.098786347,0.098786347,0,1460,284.1578947,520.434035,270851.5848,0,0,0,6,18,0,0,0,1,299.9444444,319.8888889,117.7777778,0,0,0,0,7,3911,0,159,0,58,14626,5386,3,20,0,0,0,0,1.44E+15,26177985.68,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.33.105-34481-443-6,10.152.152.11,34481,173.194.33.105,443,6,24/07/2015 04:20:51 PM,74939707,10,10,4132,340,1460,0,413.2,621.382473,271,0,34,86.05037284,59.67463951,0.266881214,3944195.105,11973877.59,45055528,20,74939394,8326599.333,16779566.86,45055999,151,74939236,8326581.778,16779389.97,45055934,20,0,0,0,0,200,200,0.133440607,0.133440607,0,1460,212.952381,464.1264349,215413.3476,0,0,0,6,20,0,0,0,1,223.6,413.2,34,0,0,0,0,8,5596,0,206,0,17,2640,2970,6,20,0,0,0,0,1.44E+15,19208900.48,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
74.125.28.189-10.152.152.11-443-44097-6,74.125.28.189,443,10.152.152.11,44097,6,24/07/2015 04:20:52 PM,92177398,19,18,2556,4633,835,0,134.5263158,218.3179049,1460,0,257.3888889,482.2775792,77.99091921,0.401399918,2560483.278,7710900.496,28481827,15,92177296,5120960.889,10425121.92,28481827,15,92177314,5422194.941,10663740.26,28518862,82,1,0,0,0,380,360,0.206124282,0.195275636,0,1460,191.4210526,366.250072,134139.1152,0,0,0,17,37,0,0,0,0,196.5945946,134.5263158,257.3888889,0,0,0,0,8,4243,0,69,0,125,2640,3346,11,20,0,0,0,0,1.44E+15,14404629.99,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.40.229-51379-443-6,10.152.152.11,51379,173.194.40.229,443,6,24/07/2015 04:20:44 PM,91236199,20,20,3116,5265,1460,0,155.8,345.6960332,1460,0,263.25,460.3329316,91.86046867,0.438422473,2339389.718,10052010.69,45027645,12,91235680,4801877.895,14171681.56,45028019,43,91235836,4801886.105,14171667.9,45028164,51,0,0,0,0,412,412,0.219211237,0.219211237,0,1460,204.4146341,401.7186811,161377.8988,0,2,0,14,39,0,0,0,1,209.525,155.8,263.25,0,0,0,0,17,6965,0,77,0,131,14600,1594,9,20,0,0,0,0,1.44E+15,17639417.93,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-74.125.136.188-50953-5228-6,10.152.152.11,50953,74.125.136.188,5228,6,24/07/2015 04:21:10 PM,90112430,3,3,0,0,0,0,0,0,0,0,0,0,0,0.066583489,18022486,24677745.72,45055757,352,90111981,45055990.5,167.5843071,45056109,45055872,90112078,45056039,202.2325394,45056182,45055896,0,0,0,0,60,60,0.033291745,0.033291745,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2373,1315,0,20,0,0,0,0,1.44E+15,36787571.48,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-216.58.216.142-57361-443-6,10.152.152.11,57361,216.58.216.142,443,6,24/07/2015 04:21:49 PM,115147699,288,307,172403,27479,1460,0,598.6215278,608.4367464,996,0,89.50814332,192.127602,1735.874896,5.167276508,193851.3451,684646.231,5369073,8,115147511,401210.8397,945526.4759,5369462,16,115147398,376298.6863,918199.6509,5369329,8,0,0,0,0,5760,6140,2.50113552,2.666140988,0,1460,337.8221477,514.2000087,264401.649,0,0,0,237,595,0,0,0,1,338.389916,598.6215278,89.50814332,0,0,0,0,11,5211,0,289,0,46,21142,8323,220,20,0,0,0,0,1.44E+15,35444864.49,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
173.194.33.97-10.152.152.11-443-56254-6,173.194.33.97,443,10.152.152.11,56254,6,24/07/2015 04:21:51 PM,119262816,256,233,13234,132103,498,0,51.6953125,90.74934742,1460,0,566.9656652,586.4848593,1218.627942,4.100188277,244391.0164,1114698.549,11150359,11,119262816,467697.3176,1510724.408,11150613,11,119224202,513897.4224,1578750.238,11150701,29,1,0,0,0,5120,4660,2.146519834,1.953668443,0,1460,296.7469388,483.5489469,233819.5841,0,0,0,215,489,0,0,0,0,297.3537832,51.6953125,566.9656652,0,0,0,0,18,4034,0,27,0,270,21627,9520,91,20,0,0,0,0,1.44E+15,35070117.46,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.65.127-34702-19305-6,10.152.152.11,34702,173.194.65.127,19305,6,24/07/2015 04:22:00 PM,119989873,3806,3298,268827,401430,186,0,70.63242249,52.72850842,1460,0,121.7192238,184.2243805,5585.946407,59.20499641,16892.84429,16946.43381,120588,12,119950508,31524.44363,22810.77198,121105,116,119951715,36382.07916,23155.18211,154125,117,1,0,0,0,76120,65960,31.71934351,27.48565289,0,1460,94.34229416,133.7524256,17889.71137,0,0,0,4636,7104,0,0,0,0,94.35557432,70.63242249,121.7192238,0,0,0,0,4638,5587,0,37,0,56,2640,5292,2934,20,0,0,0,0,1.44E+15,34488503.31,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.40.229-51379-443-6,10.152.152.11,51379,173.194.40.229,443,6,24/07/2015 04:23:00 PM,104893178,5,6,0,154,0,0,0,0,85,0,25.66666667,40.08324671,1.468160303,0.104868593,10489317.8,18778671.92,45055611,25,104893066,26223266.5,22543349.19,45055987,113087,104891992,20978398.4,22768482.07,45055999,137,0,0,0,0,100,120,0.047667542,0.057201051,0,85,12.83333333,30.16570399,909.969697,1,0,0,2,11,0,0,0,1,14,0,25.66666667,0,0,0,0,0,0,0,0,0,14,2075,1594,0,20,0,0,0,0,1.44E+15,38747740.94,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.33.105-34481-443-6,10.152.152.11,34481,173.194.33.105,443,6,24/07/2015 04:22:51 PM,75076969,11,11,4756,340,1460,0,432.3636364,606.3360904,186,0,30.90909091,60.06072684,67.87700766,0.293032608,3575093.762,11424123.68,45119579,38,75076542,7507654.2,16038400.45,45119955,157,75076593,7507659.3,16038295.64,45120038,88,0,0,0,0,220,220,0.146516304,0.146516304,0,1460,221.5652174,459.7549571,211374.6206,0,0,0,7,22,0,0,0,1,231.6363636,432.3636364,30.90909091,0,0,0,0,9,5474,0,216,0,15,2640,2970,6,20,0,0,0,0,1.44E+15,18332039.58,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
74.125.28.189-10.152.152.11-443-44097-6,74.125.28.189,443,10.152.152.11,44097,6,24/07/2015 04:22:53 PM,94932123,12,11,2333,2543,835,0,194.4166667,261.971011,1460,0,231.1818182,459.0820881,51.36301439,0.24227837,4315096.5,9715053.781,29620214,15,94932049,8630186.273,12547737.35,29620232,64,94932105,9493210.5,12878005.32,29620273,151,1,0,0,0,240,220,0.126406106,0.115872264,0,1460,206.7083333,354.2103869,125464.9982,0,0,0,11,23,0,0,0,0,215.6956522,194.4166667,231.1818182,0,0,0,0,8,4200,0,101,0,110,2640,3346,7,20,0,0,0,0,1.44E+15,17685789.27,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.33.118-41313-443-6,10.152.152.11,41313,173.194.33.118,443,6,24/07/2015 04:22:46 PM,90884436,9,9,2911,1060,1460,0,323.4444444,604.5188399,498,0,117.7777778,215.3397187,43.69284968,0.198053713,5346143.294,14901966.11,44999353,10,90884040,11360505,20724657.82,44999607,133,90884177,11360522.13,20724644.87,44999749,10,0,0,0,0,180,180,0.099026857,0.099026857,0,1460,209,442.9049309,196164.7778,0,0,0,6,18,0,0,0,1,220.6111111,323.4444444,117.7777778,0,0,0,0,7,3927,0,161,0,58,14626,5386,4,20,0,0,0,0,1.44E+15,16598727.11,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
